S.NO.,PROJECT,DESCRIPTION,PART CODE,SERIAL,OPENING STOCK,ISSUED,RECD.,CLOSING STOCK,TEST BENCH,ALMIRA NO,ZONE,BIN,PICTURE,TYPE,LOCATION,COMMON PROJECTS,VENDOR,VENDOR ADDRESS,OLD DESCRIPTION,OLD PARTCODE,REMARKS,Unnamed: 22,Unnamed: 23,Unnamed: 24
967,GALVATRON,CONNECTING SHIELDING KIT FOR RAP,CONNECTING SHIELDING KIT FOR RAP,,4,0,0,4,,M07,00A,SHELF 3,PICTURE,TOOL,M07-00A-SHELF 3,,NANJING JIEXI TECHNOLOGIES CO. LTD.,CHINA,CONNECTING SHIELDING KIT FOR RAP,CONNECTING SHIELDING KIT FOR RAP,,,,
968,GALVATRON,HEAT SINK BLOCK,HEAT SINK BLOCK,,18,0,0,18,,M07,00A,BOX 6,PICTURE,HEAT SINK,M07-00A-BOX 6,,S.R.ENGINEERING SOLUTIONS,TAMILNADU,HEAT SINK BLOCK,HEAT SINK BLOCK,,,,
969,GALVATRON,DRAW LINE TOOL FOR DC IN SCREW OF GALVATRON,P645187,,3,0,0,3,,M07,00A,BOX 6,PICTURE,TOOL,M07-00A-BOX 6,,S.R.ENGINEERING SOLUTIONS,TAMILNADU,DRAW LINE TOOL FOR DC IN SCREW OF GALVATRON,P645187,,,,
970,GALVATRON,"SMA ATTENUATOR 15DB 10W, 6HZ",OS-SMA-15-15-6,,20,0,0,20,,M07,00A,SHELF 3,PICTURE,ATTENUATOR,M07-00A-SHELF 3,,ORBIS SYSTEM,INDIA,"ATTENUATOR 15DB 10W, 6HZ",OS-SMA-15-15-6,,,,
971,ASOF,ASCF GOLDEN BOARD,AY232701286,,0,0,0,0,,M02,00B,SHELF 5,PICTURE,BOARD,M02-00B-SHELF 5,,NOKIA CHINA,CHINA,,,,,,
972,ASOF,ASOF DC PSU GOLDEN BOARD,AY223456789,,0,0,0,0,,M02,00B,SHELF 5,PICTURE,BOARD,M02-00B-SHELF 5,,NOKIA CHINA,CHINA,,,,,,
973,ASOF,ASOF AC PSU GOLDEN BOARD,AY123456789,,0,0,0,0,,M02,00B,SHELF 5,PICTURE,BOARD,M02-00B-SHELF 5,,NOKIA CHINA,CHINA,,,,,,
974,ASOF,ASOF DC PSU GOLDEN BOARD,AY323456789,,0,0,0,0,,M02,00B,SHELF 5,PICTURE,BOARD,M02-00B-SHELF 5,,NOKIA CHINA,CHINA,,,,,,
975,ASOF,ASOFA HIPOT/GRANDING GOLDEN BOARD,EA234450266,,1,0,0,1,,M02,00B,SHELF 5,PICTURE,BOARD,M02-00B-SHELF 5,,NOKIA CHINA,CHINA,,,,,,
976,ASOF,THERMAL PAD FOR ASCF BFT,BB04-KLR39,,2,0,0,2,,M02,00B,SHELF 5,PICTURE,THERMAL PAD,M02-00B-SHELF 5,,NOKIA CHINA,CHINA,,,,,,
977,ASOF,ASCF BB RJ45 BOARD BWS000103,SF76680A,,10,0,0,10,,M02,00B,SHELF 5,PICTURE,CARD,M02-00B-SHELF 5,,NOKIA CHINA,CHINA,,,,,,
978,ASOF,ASOF POWER SUPPLY BOARD BWS000102,SF76400A,,9,0,0,9,,M02,00B,SHELF 5,PICTURE,CARD,M02-00B-SHELF 5,,NOKIA CHINA,CHINA,,,,,,
979,ASOF,UFT GOLDEN FINGER,BWS000092,,7,0,0,7,,M02,00B,SHELF 3,PICTURE,CABLE,M02-00B-SHELF 3,,NOKIA CHINA,CHINA,,,,,,
980,ASOF,LAN CABLE 1 M ,20159,,10,0,0,10,,M02,00B,SHELF 3,PICTURE,CABLE,M02-00B-SHELF 3,,NOKIA CHINA,CHINA,,,,,,
981,ASOF,VPN FIREWALL/ LAN HUB ZYXEL,USG FLEX 100,,1,0,0,1,,M02,00B,SHELF 5,PICTURE,HUB,M02-00B-SHELF 5,,NOKIA CHINA,CHINA,,,,,,
982,ASOF,SD CARD FOR TEST SANDISK 32GB,32G U3 A1,,4,0,0,4,,M02,00A,BOX 1,PICTURE,SD CARD,M02-00B-BOX 1,,NOKIA CHINA,CHINA,,,,,,
983,ASOF,NEX10(M)-N(F) CONNECTOR,53K189-S00N1,,4,0,0,4,,M02,00A,BOX 1,PICTURE,CONNECTOR,M02-00B-BOX 1,,NOKIA CHINA,CHINA,,,,,,
984,ASOF,OPTICAL FIBER CABLE LC/UPC-LC/UPC-MM-DX 50/125 3.0mm 5M,LC/UPC-LC/UPC-MM-DX-5M,,7,0,0,7,,M02,00A,BOX 1,PICTURE,CABLE,M02-00B-BOX 1,,NOKIA CHINA,CHINA,,,,,,
985,ASOF,RF CABLE N-SMA 1M,JHB-6G-SN11-1000,,3,0,0,3,,M02,00B,SHELF 3,PICTURE,CABLE,M02-00B-SHELF 3,,NOKIA CHINA,CHINA,,,,,,
986,ASOF,RF CABLE N-N 1.5M,HJHB-6G-NN11-1500,,3,0,0,3,,M02,00B,SHELF 3,PICTURE,CABLE,M02-00B-SHELF 3,,NOKIA CHINA,CHINA,,,,,,
987,ASOF,LAN CABLE 2 MTR,11269,,0,0,0,0,,M02,00B,SHELF 3,PICTURE,CABLE,M02-00B-SHELF 3,,NOKIA CHINA,CHINA,,,,,,
988,ASOF,M12 IP TEST CONNECTOR,CC01-KL247+BB01-KLVM4,,0,0,0,0,,M02,00A,BOX 1,PICTURE,IP TEST ADAPTER,M02-00B-BOX 1,,NOKIA CHINA,CHINA,,,,,,
989,ASOF,LOOPBACK SFP,AA21-MLLI5,,30,0,0,30,,M02,00B,SHELF 3,PICTURE,LOOPBACK,M02-00B-SHELF 3,,NOKIA CHINA,CHINA,,,,,,
990,ASOF,UFT 19 PIN CONNECTOR,AA23-EILPG+AA23-ILKL3,,4,0,0,4,,M02,00A,BOX 1,PICTURE,CONNECTOR,M02-00B-BOX 1,,NOKIA CHINA,CHINA,,,,,,
991,ASOF,HD LINK HDMI 2.0 CONNECTOR,HD LINK HDMI 2.0 CONNECTOR,,4,0,0,4,,M02,00A,BOX 1,PICTURE,CONNECTOR,M02-00B-BOX 1,,NOKIA CHINA,CHINA,,,,,,
992,ASOF,APPA POWER CONNECTOR,474281A.101,,4,0,0,4,,M02,00A,BOX 2,PICTURE,CONNECTOR,M02-00B-BOX 1,,NOKIA CHINA,CHINA,,,,,,
993,ASOF,AC POWER CONNECTOR P379370,C10-730513-Z3S,,6,0,0,6,,M02,00A,BOX 1,PICTURE,CONNECTOR,M02-00B-BOX 1,,NOKIA CHINA,CHINA,,,,,,
994,FRM3.3.2 & VEGAS,PA POGO PIN - 100 MILL,TEST PROBE GKS 100 306 150 A 2000,PINS,92,0,0,92,,M03,00C,BOX 1,POGO PIN,PIN,M03-00C-BOX 1,FRM 3.2/ VEGAS/ QUASAR,ORBIS SYSTEM,INDIA,RFM3.2 (5),TEST PROBE GKS 100 306 150 A 2000,,,,
995,ASOF,UFT WIFI CONNECTOR,AA23-LLT11,,4,0,0,4,,M02,00A,BOX 1,PICTURE,CONNECTOR,M02-00B-BOX 1,,NOKIA CHINA,CHINA,,,,,,
996,FRM3.3.2 & VEGAS,PSU POGO PIN CO043666,TEST PROBE GKS-075-214-050-A-2000,PINS,202,0,0,202,,M03,00C,BOX 1,POGO PIN,PIN,M03-00C-BOX 1,FRM 3.2/ VEGAS/ QUASAR/ MEDUSA/ AIRSCALE SM,NOKIA FINLAND,FINLAND,FRGT/FRGS SPARE PARTS FOR PSU (2),TEST PROBE GKS-075-214-050-A-2000,,,,
997,FRM3.3.2 & VEGAS,POGO PIN - 75 MILL,"TEST PROBE INVERSE CROWN TYPE,INGUN GKS-075 303 120 A 2000",PINS,30,0,0,30,,M03,00C,BOX 1,POGO PIN,PIN,M03-00C-BOX 1,,ORBIS SYSTEM,INDIA,VEGAS2 FXEP & FRGX PA TEST APPLICATION EMECH SET (2),"TEST PROBE INVERSE CROWN TYPE,INGUN GKS-075 303 120 A 2000",,,,
998,ASOF,WI-FI6,AX1800,,1,0,0,1,,M02,00B,SHELF 5,PICTURE,WI-FI,M02-00B-SHELF 5,,NOKIA CHINA,CHINA,,,,,,
999,AIRSCALE SM-ABIO,ASTEFIX FRONT LOCK L,OD052492-01,,3,0,0,3,,M02,00D,SHELF 3,PICTURE,LOCK,M02-00D-SHELF 4,,NOKIA FINLAND,FINLAND,,,,,,
1000,AIRSCALE SM-ABIO,"WASHER, ISO 7089-5",CO007489,,25,0,0,25,,M02,00D,SHELF 3,PICTURE,WASHER,M02-00D-SHELF 4,,NOKIA FINLAND,FINLAND,,,,,,
1001,AIRSCALE SM-ABIO,LOCK NUT NYLOC ISO 7040-M5,CO016370,,30,0,0,30,,M02,00D,SHELF 3,PICTURE,NUT,M02-00D-SHELF 4,,NOKIA FINLAND,FINLAND,,,,,,
1002,AIRSCALE SM-ABIO,ASTEFIX BEARING SHAFT,OD051439-01,,4,0,0,4,,M02,00D,SHELF 3,PICTURE,SHAFT,M02-00D-SHELF 4,,NOKIA FINLAND,FINLAND,,,,,,
1003,AIRSCALE SM-ABIO,VH HANDLE PLATE,OD045867-02,,4,0,0,4,,M02,00D,SHELF 3,PICTURE,PLATE,M02-00D-SHELF 4,,NOKIA FINLAND,FINLAND,,,,,,
1004,AIRSCALE SM,VH SLIDE PLATE,OD045866-01,,2,0,0,2,,M02,00D,SHELF 4,PICTURE,PLATE,M02-00D-SHELF 4,,NOKIA FINLAND,FINLAND,,,,,,
1005,AIRSCALE SM,VH TOP SIDE PLATE,OD045869,,2,0,0,2,,M02,00D,SHELF 4,PICTURE,PLATE,M02-00D-SHELF 4,,NOKIA FINLAND,FINLAND,,,,,,
1006,AIRSCALE SM,ASTEFIX SIDE PLATE 2,OD056685-01,,4,0,0,4,,M02,00D,SHELF 4,PICTURE,PLATE,M02-00D-SHELF 4,,NOKIA FINLAND,FINLAND,,,,,,
1007,ASOF,GOLDEN UNIT ASOF 476147A.101,EA234450255,,0,0,0,0,,M02,00A,SHELF 3,PICTURE,UNITS,,,NOKIA CHINA,CHINA,,,,,,
1008,ASOF,GOLDEN UNIT ASOF 476148A.101,EA234450246,,0,0,0,0,,M02,00A,SHELF 3,PICTURE,UNITS,,,NOKIA CHINA,CHINA,,,,,,
1009,ASOF,GOLDEN UNIT ASOF 476148A.101,EA234450248,,0,0,0,0,,M02,00A,SHELF 3,PICTURE,UNITS,,,NOKIA CHINA,CHINA,,,,,,
1010,MICROWAVE,COUPLER FAIRVIEW MW 1643,MC0626-10,,1,0,0,1,,M02,00A,SHELF 2,PICTURE,COUPLER,,,MCTEC,INDIA,,,,,,
1011,MICROWAVE,ATTENUATOR FEMALE TO FEMALE,SM 4981,,1,0,0,1,,M02,00A,SHELF 2,PICTURE,ATTENUATOR,,,MCTEC,INDIA,,,,,,
1012,MICROWAVE,ATTENUATOR MALE TO FEMALE,SA26B-10,,4,0,0,4,,M02,00A,SHELF 2,PICTURE,ATTENUATOR,,,MCTEC,INDIA,,,,,,
1013,MICROWAVE,CONNECTOR MALE TO FEMALE,SM3373,,3,0,0,3,,M02,00A,SHELF 2,PICTURE,CONNECTOR,,,MCTEC,INDIA,,,,,,
1014,MICROWAVE,CONNECTOR MALE TO MALE,SM4985,,5,0,0,5,,M02,00A,SHELF 2,PICTURE,CONNECTOR,,,MCTEC,INDIA,,,,,,
1015,MICROWAVE,CABLE SMA TYO SMA,FMCA1040-35,,2,0,0,2,,M02,00A,SHELF 2,PICTURE,CONNECTOR,,,MCTEC,INDIA,,,,,,
1016,MICROWAVE,MEMORY CARD,PTP1-710AT,,6,0,0,6,,M02,00A,SHELF 2,PICTURE,MEMORY CARD,,,MCTEC,INDIA,,,,,,
1017,ASOF,ASOF GOLDEN UNIT,476147A.101,,0,0,0,0,,M02,00A,00A,PICTURE,BOARD,,,NOKIA CHINA,CHINA,,,,,,
1018,ASOF,ASOF GOLDEN UNIT ,476148A.101,,0,0,0,0,,M02,00A,00A,PICTURE,BOARD,,,NOKIA CHINA,CHINA,,,,,,
1019,ASOF,ASOF BOARD,093232C.101,,0,0,0,0,,M02,00A,00A,PICTURE,BOARD,,,NOKIA CHINA,CHINA,,,,,,
1020,ASOF,AC PSU BOARD,093421A.101,,0,0,0,0,,M02,00A,00A,PICTURE,BOARD,,,NOKIA CHINA,CHINA,,,,,,
1021,ASOF,DC PSU BOARD,093422A.101,,0,0,0,0,,M02,00A,00A,PICTURE,BOARD,,,NOKIA CHINA,CHINA,,,,,,
1022,ASOF,ASOE DEBUG CARD,092155A.X12,,0,0,0,0,,M02,00A,BOX 2,PICTURE,CARD,,,NOKIA CHINA,CHINA,,,,,,
1023,ASOF,ASOF POWER SUPPLY BOARD,SF76400A-,,2,0,0,2,,M02,00A,BOX 2,PICTURE,CARD,,,NOKIA CHINA,CHINA,,,,,,
1024,ASOF,APPF POWER CONNECTOR,474893A.101,,1,0,0,1,,M02,00A,BOX 2,PICTURE,CONNECTOR,,,NOKIA CHINA,CHINA,,,,,,
1025,ASOF,WI-FI ADNTENNA,P624798,,2,0,0,2,,M02,00A,BOX 2,PICTURE,ANTENNA,,,NOKIA CHINA,CHINA,,,,,,
1026,ASOF,SPECIAL USB CONNECTOR,SPECIAL USB CONNECTOR,,0,0,0,0,,M02,00A,BOX 2,PICTURE,USB,,,NOKIA CHINA,CHINA,,,,,,
1027,ASOF,40 PIN TO 10 PIN CABLE,40 PIN TO 10 PIN CABLE,,4,0,0,4,,M02,00A,BOX 2,PICTURE,PIN CONNECTOR,,,NOKIA CHINA,CHINA,,,,,,
1028,ASOF,TEST BRACKET 838246X2,TEST BRACKET,,0,0,0,0,,M02,00A,BOX 2,PICTURE,BRACKET,,,NOKIA CHINA,CHINA,,1 AVAILABLE,,,,
1029,ASOF,OVP BOX,BWSC00059B00,,1,0,0,1,,M02,00A,BOX 2,PICTURE,OVP BOX,,,NOKIA CHINA,CHINA,,1 AVAILABLE,,,,
1030,MICROWAVE,MICROWAVE SFP,3BE028000039,,9,0,0,9,,M02,00A,SHELF 2,PICTURE,SFP,,,,,,,,,,
1031,MICROWAVE,MICRO SD CARD,MICRO SD CARD,,6,0,0,6,,M02,00A,SHELF 2,PICTURE,SD CARD,,,,,,,,,,
1032,MICROWAVE,VGA MALE CONNECTOR 9 PIN,VGA MALE CONNECTOR,,11,0,0,11,,M02,00A,SHELF 2,PICTURE,CONNECTOR,,,,,,,,,,
1033,MICROWAVE,VGA MALE CONNECTOR BIG,VGA MALE CONNECTOR BIG,,0,0,0,0,,M02,00A,SHELF 2,PICTURE,CONNECTOR,,,,,,,,,,
1034,MICROWAVE,ETHERNET LAN LOOPBACK,3DB19841AAAA,,2,0,0,2,,M02,00A,SHELF 2,PICTURE,LOOPBACK,,,,,,,,,,
1035,FSM REL3,HDMI EXTRUDER FEMALE TO FEMALE JOINTER ADAPTER,SERIAL CONNECTOR 9 PIN,,14,0,0,14,,M02,00A,BOX 1,PICTURE,ADAPTER,,,EC0-REL COMPUTER SYSTEMS P LTD,DELHI,,,,,,
1036,AIRSCALE SM,FLIPPER CTRL BOARD ASSEMBLY EA007808,00033913_00,,4,0,0,4,,M02,00C,SHELF 1,PICTURE,CARD,,,NOKIA FINLAND,FINLAND,,,,,,
1037,AIRSCALE SM,FCTJ 19 PIN TEST ADAPTER ASSEMBLY,EA026268,,10,0,0,10,,M02,00D,SHELF 3,PICTURE,CARD,,,NOKIA FINLAND,FINLAND,,,,,,
1038,FRM3.3.2 & VEGAS,FRGT/FRGS PSM MAIN ADAPTER BOARD EA028639,00067647_00,,5,0,0,5,,M03,00C,SHELF 1,PICTURE,CARD,,,NOKIA FINLAND,FINLAND,,,,,,
1039,QUASAR,SFP+ 6.144G 300MM 850NM I,472579A.101 -,,-2,0,0,-2,,M03,00A,SHELF 4,PICTURE,SFP,,,NOKIA FINLAND,FINLAND,,,,,,
1040,FRM3.3.2 & VEGAS,FYGM,473394A.101,,0,0,0,0,,M04,00A,SHELF 4,PICTURE,FYGM,,,NOKIA FINLAND,FINLAND,,,,,,
1041,NOKIA A (MN),AMPHENOL CS CONNECTOR,HM2J09PE5118N9LF,,14,0,0,14,,M04,00D,SHELF 2,PICTURE,CONNECTOR,,,EC0-REL COMPUTER SYSTEMS P LTD,DELHI,,,,,,
1042,FRM3.3.2 & VEGAS,RF CABLE N M TO N M TEST CABLE RG 142 C 3 MTR,RF CABLE N M TO N M TEST CABLE RG 142 C 3 MTR,,1,0,0,1,,M02,00B,SHELF 3,PICTURE,CABLE,,,EC0-REL COMPUTER SYSTEMS P LTD,DELHI,,,,,,
1043,FRM3.3.2 & VEGAS,RF CABLE SMA M TO SMA M RA CABLE RG 142 1.5 MTR,RF CABLE SMA M TO SMA M RA CABLE RG 142 1.5 MTR,,1,0,0,1,,M02,00B,SHELF 3,PICTURE,CABLE,,,EC0-REL COMPUTER SYSTEMS P LTD,DELHI,,,,,,
1044,FRM3.3.2 & VEGAS,RF CABLE N M RA TO N M RA TEST CABLE RG 142 2 MTR,RF CABLE N M RA TO N M RA TEST CABLE RG 142 2 MTR,,2,0,0,2,,M02,00B,SHELF 3,PICTURE,CABLE,,,EC0-REL COMPUTER SYSTEMS P LTD,DELHI,,,,,,
1045,FRM3.3.2 & VEGAS,RF CABLE N M RA TO SMA M RA TEST CABLE RG 142 2 MTR,RF CABLE N M RA TO SMA M RA TEST CABLE RG 142 2 MTR,,1,0,0,1,,M02,00B,SHELF 3,PICTURE,CABLE,,,EC0-REL COMPUTER SYSTEMS P LTD,DELHI,,,,,,
1046,FRM3.3.2 & VEGAS,RF CABLE SMA M TO SMA M RA TEST CABLE RG 142 2 MTR,RF CABLE SMA M TO SMA M RA TEST CABLE RG 142 2 MTR,,1,0,0,1,,M02,00B,SHELF 3,PICTURE,CABLE,,,EC0-REL COMPUTER SYSTEMS P LTD,DELHI,,,,,,
1047,FRM3.3.2 & VEGAS,RF CABLE N M TO N M TEST CABLE RG 142 2 MTR,RF CABLE N M TO N M TEST CABLE RG 142 2 MTR,,1,0,0,1,,M02,00B,SHELF 3,PICTURE,CABLE,,,EC0-REL COMPUTER SYSTEMS P LTD,DELHI,,,,,,
1048,FRM3.3.2 & VEGAS,RF CABLE N M TO SMA M TEST CABLE RG 142 3 MTR,RF CABLE N M TO SMA M TEST CABLE RG 142 3 MTR,,1,0,0,1,,M02,00B,SHELF 3,PICTURE,CABLE,,,EC0-REL COMPUTER SYSTEMS P LTD,DELHI,,,,,,
1049,FRM3.3.2 & VEGAS,RF CABLE N M RA TO N M RA TEST CABLE RG 142 0.5 MTR,RF CABLE N M RA TO N M RA TEST CABLE RG 142 0.5 MTR,,1,0,0,1,,M02,00B,SHELF 3,PICTURE,CABLE,,,EC0-REL COMPUTER SYSTEMS P LTD,DELHI,,,,,,
1050,FRM3.3.2 & VEGAS,RF CABLE N M RA TO N M RA TEST CABLE RG 142 1.5 MTR,RF CABLE N M RA TO N M RA TEST CABLE RG 142 1.5 MTR,,1,0,0,1,,M02,00B,SHELF 3,PICTURE,CABLE,,,EC0-REL COMPUTER SYSTEMS P LTD,DELHI,,,,,,
1051,FRM3.3.2 & VEGAS,RF CABLE N M RA TO MCX M RA TEST CABLE RG 316 0.34 MTR,RF CABLE N M RA TO MCX M RA TEST CABLE RG 316 0.34 MTR,,1,0,0,1,,M02,00B,SHELF 3,PICTURE,CABLE,,,EC0-REL COMPUTER SYSTEMS P LTD,DELHI,,,,,,
1052,FRM3.3.2 & VEGAS,RF CABLE SMA M RA TO N M RA TEST CABLE RG 142 1.5 MTR,RF CABLE SMA M RA TO N M RA TEST CABLE RG 142 1.5 MTR,,1,0,0,1,,M02,00B,SHELF 3,PICTURE,CABLE,,,EC0-REL COMPUTER SYSTEMS P LTD,DELHI,,,,,,
1053,FRM3.3.2 & VEGAS,RF CABLE N M TO N M TEST CABLE RG 142 3 MTR,RF CABLE N M TO N M TEST CABLE RG 142 3 MTR,,1,0,0,1,,M02,00B,SHELF 3,PICTURE,CABLE,,,EC0-REL COMPUTER SYSTEMS P LTD,DELHI,,,,,,
1054,FRM3.3.2 & VEGAS,RF CABLE N M RA TO N M RA TEST CABLE RG 142 1 MTR,RF CABLE N M RA TO N M RA TEST CABLE RG 142 1 MTR,,21,0,0,21,,M02,00B,SHELF 3,PICTURE,CABLE,,,EC0-REL COMPUTER SYSTEMS P LTD,DELHI,,,,,,
1055,FRM3.3.2 & VEGAS,RF CABLE SMA M TO SMA M TEST CABLE 0.86 SEMI RGID 2.5 MTR,RF CABLE SMA M TO SMA M TEST CABLE 0.86 SEMI RGID 2.5 MTR,,1,0,0,1,,M02,00B,SHELF 3,PICTURE,CABLE,,,EC0-REL COMPUTER SYSTEMS P LTD,DELHI,,,,,,
1056,FRM3.3.2 & VEGAS,ATTENUATOR 10DB 5W 50 OHM DC-6GHZ NM TO NF,ATTENUATOR 10DB 5W 50 OHM DC-6GHZ NM TO NF,,1,0,0,1,,M02,00B,SHELF 3,PICTURE,ATTENUATOR,,,EC0-REL COMPUTER SYSTEMS P LTD,DELHI,,,,,,
1057,FRM3.3.2 & VEGAS,ATTENUATOR 3DB 5W 50 OHM DC-6GHZ NM TO NF,ATTENUATOR 3DB 5W 50 OHM DC-6GHZ NM TO NF,,5,0,0,5,,M02,00B,SHELF 3,PICTURE,ATTENUATOR,,,EC0-REL COMPUTER SYSTEMS P LTD,DELHI,,,,,,
1058,FRM3.3.2 & VEGAS,ADAPTER N F TO N F,ADAPTER N F TO N F,,1,0,0,1,,M02,00B,SHELF 3,PICTURE,CONNECTOR,,,EC0-REL COMPUTER SYSTEMS P LTD,DELHI,,,,,,
1059,FRM3.3.2 & VEGAS,2W DUMMY LOAD 50 OHMS3GHZ,2W DUMMY LOAD 50 OHMS3GHZ,,1,0,0,1,,M02,00B,SHELF 3,PICTURE,CONNECTOR,,,EC0-REL COMPUTER SYSTEMS P LTD,DELHI,,,,,,
1060,FRM3.3.2 & VEGAS,ADAPTER SMA F TO N F,ADAPTER SMA F TO N F,,1,0,0,1,,M02,00B,SHELF 3,PICTURE,CONNECTOR,,,EC0-REL COMPUTER SYSTEMS P LTD,DELHI,,,,,,
1061,FRM3.3.2 & VEGAS,ADAPTER SMA F TO SMA F BH,ADAPTER SMA F TO SMA F BH,,21,0,0,21,,M02,00B,SHELF 3,PICTURE,CONNECTOR,,,EC0-REL COMPUTER SYSTEMS P LTD,DELHI,,,,,,
1062,FRM3.3.2 & VEGAS,ADAPTER SMA F TO N M,ADAPTER SMA F TO N M,,9,0,0,9,,M02,00B,SHELF 3,PICTURE,CONNECTOR,,,EC0-REL COMPUTER SYSTEMS P LTD,DELHI,,,,,,
1063,FRM3.3.2 & VEGAS,ADAPTER SMA M TO N F ,ADAPTER SMA M TO N F ,,1,0,0,1,,M02,00B,SHELF 3,PICTURE,CONNECTOR,,,EC0-REL COMPUTER SYSTEMS P LTD,DELHI,,,,,,
1064,GALVATRON,PLASTIC SCREW TRX REMOVAL M3X20MM,PLASTIC SCREW TRX REMOVAL M3X20MM,,39,0,0,39,,M07,00A,BOX 6,PICTURE,SCREW,,,S.R.ENGINEERING SOLUTIONS,TAMILNADU,,,,,,
1065,FRM3.3.2 & VEGAS,DENTAL TOOL HOLLENBACK CARVER,DWH19318,,8,0,0,8,,M03,00C,BOX 16,PICTURE,TOOL,,,EC0-REL COMPUTER SYSTEMS P LTD,DELHI,,,,,,
1066,ASIK,AOME 10G SFP+850NM,475336A.101,,52,0,0,52,,M02,00C,SHELF 4,PICTURE,SFP,,,NOKIA FINLAND,FINLAND,,,,,,
1067,ASIK,"OPTICAL TRANSCEIVER, SFP-20",ABCU-571NRZ,,0,0,0,0,,M02,00C,SHELF 3,PICTURE,SFP,,,NOKIA FINLAND,FINLAND,,,,,,
1068,ASIK,ASIB POWER CONNECTOR HIGH,MA054980,,3,0,0,3,,M02,00C,BOX 2,PICTURE,COPP W CONNECT,,,NOKIA FINLAND,FINLAND,,,,,,
1069,ASIK,RF5.1 DC POWER QUICK CONNECTOR CABLE C10-730511-Z2S,OD045789,,4,0,0,4,,M02,00C,SHELF 5,PICTURE,CONNECTOR,,,NOKIA FINLAND,FINLAND,,,,,,
1070,ASIK,FAN BRACKET P328622_01,P328657 01,,1,0,0,1,,M02,00C,SHELF 3,PICTURE,BRACKET,,,NOKIA FINLAND,FINLAND,,,,,,
1071,ASIK,FSPJ REP SFP HOLDER 2,OD044460 01,,1,0,0,1,,M02,00C,SHELF 3,PICTURE,HOLDER,,,NOKIA FINLAND,FINLAND,,,,,,
1072,ASIK,FSPJ REP SFP HOLDER 1,OD044459 01,,1,0,0,1,,M02,00C,SHELF 3,PICTURE,HOLDER,,,NOKIA FINLAND,FINLAND,,,,,,
1073,ASIK,ESD SUPPORT L10,OD045601 01,,45,0,0,45,,M02,00C,SHELF 3,PICTURE,CONNECTOR,,,NOKIA FINLAND,FINLAND,,,,,,
1074,ASIK,HEATSINK BASE 3 P328616_01,P328650 01,,2,0,0,2,,M02,00C,SHELF 3,PICTURE,HEAT SINK,,,NOKIA FINLAND,FINLAND,,,,,,
1075,ASIK,GOPEL SW DONGLE CASCON,222-019,,0,0,0,0,,M02,00C,SHELF 4,PICTURE,DONGLE,,,NOKIA FINLAND,FINLAND,,,,,,
1076,ASIK,TAP2 BSCAN TRANSCEIVER BOX,SFX-TAP2 STT-000,,0,0,0,0,,M02,00C,SHELF 4,PICTURE,TAP2 BSCAN,,,NOKIA FINLAND,FINLAND,,,,,,
1077,ASIK,PCI SCANFLEX / B-SCAN CONTROLLER,SFX/PCI 1149-X,,0,0,0,0,,M02,00C,SHELF 3,PICTURE,PCI SCANFLEX,,,NOKIA FINLAND,FINLAND,,,,,,
1078,GALVATRON,GAS SPRING YQL 230-75-15-6-250N WITH CONNECTOR,R.22.I4014562,,10,0,0,10,,M07,00A,SHELF 4,PICTURE,GAS SPRING,,,ORBIS SYSTEM,INDIA,,,,,,
1079,COMPASS,STENCIL FOR TRXPA,P384114,,1,0,0,1,,M06,00D,SHELF 5,PICTURE,STENCIL,,,S.R. ENGINEERING SOLUTIONS,TAMILNADU,,,,,,
1080,COMPASS,STENCIL FOR BB,P384116,,1,0,0,1,,M06,00D,SHELF 5,PICTURE,STENCIL,,,S.R. ENGINEERING SOLUTIONS,TAMILNADU,,,,,,
1081,FRM3.3.2 & VEGAS,SFX-TAP2 ADAPTER,OD042082-01,,3,0,0,3,,M05,00A,SHELF 5,PICTURE,TAP2 BSCAN,,,AEOLUS ENGINEERING SOLUTIONS,CHENNAI,,,,,,
1082,AIRSCALE SM,USB UART TTL-232R-3V3-WE CABLE,OD045450-00,,2,0,0,2,,M04,00B,BOX 3,PICTURE,CABLE,,,NOKIA FINLAND,FINLAND,,,,,,
1083,AIRSCALE SM,PTA TEST BP ABIX FSPX_ASPX ASSEMBLY EA045939,090298A.X12,,17,0,0,17,,M04,00B,SHELF 3,PICTURE,CARD,,,NOKIA FINLAND,FINLAND,,,,,,
1084,AIRSCALE SM,LMI ADAPTER FOR 5G PRODUCTS EA051799-100,090666A.X01,,4,0,0,4,,M04,00B,BOX 1,PICTURE,CARD,,,NOKIA FINLAND,FINLAND,,,,,,
1085,AIRSCALE SM,"HDACMM2M, SLIM HIGH SPEED HDMI TO HDMI MINI CABLE 2M",CO045983,,9,0,0,9,,M04,00B,BOX 3,PICTURE,CABLE,,,NOKIA FINLAND,FINLAND,,,,,,
1086,AIRSCALE SM,FCTL FLASH BOARD ASSEMBLY EA050769-100,OD050770-01,,2,0,0,2,,M04,00B,BOX 1,PICTURE,CARD,,,NOKIA FINLAND,FINLAND,,,,,,
1087,AIRSCALE SM,FCTL RRC BOARD ASSEMBLY EA051137-100,OD051138-01,,2,0,0,2,,M04,00B,BOX 2,PICTURE,CARD,,,NOKIA FINLAND,FINLAND,,,,,,
